course_id,assignment_type,title,description,max_score,due_date
Программирование 935,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,48,2025-06-05
Медицина 175,другое,Другое по Основы,Подробное описание другое работы по курсу Основы медицинских знаний,29,2025-07-17
Медицина 175,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы медицинских знаний,41,2025-07-17
Медицина 175,другое,Другое по Основы,Подробное описание другое работы по курсу Основы медицинских знаний,41,2025-05-29
История 815,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая история,100,2025-07-10
История 815,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,20,2025-06-12
История 815,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-03
Химия 454,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,43,2025-06-19
Химия 454,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,35,2025-07-03
Химия 454,реферат,Реферат по Общая,Подробное описание реферат работы по курсу Общая химия,41,2025-06-05
Литература 447,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-07-10
Литература 447,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая литература,44,2025-07-10
Литература 447,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-05-29
Математический анализ 473,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-06-12
Математический анализ 473,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,27,2025-05-29
Математический анализ 473,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,24,2025-07-17
Медицина 434,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы медицинских знаний,40,2025-06-26
Медицина 434,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,32,2025-06-12
Медицина 434,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,43,2025-07-17
Математический анализ 709,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-07-17
Математический анализ 709,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-05-29
Математический анализ 709,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,31,2025-07-10
Психология 235,доклад,Доклад по Введение,Подробное описание доклад работы по курсу Введение в психологию,50,2025-06-26
Психология 235,лабораторная,Лабораторная по Введение,Подробное описание лабораторная работы по курсу Введение в психологию,100,2025-06-12
Психология 235,реферат,Реферат по Введение,Подробное описание реферат работы по курсу Введение в психологию,40,2025-05-29
Химия 919,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,39,2025-07-03
Химия 919,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,35,2025-07-10
Химия 919,практическая,Практическая по Общая,Подробное описание практическая работы по курсу Общая химия,100,2025-07-03
Химия 974,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,41,2025-06-26
Химия 974,реферат,Реферат по Общая,Подробное описание реферат работы по курсу Общая химия,38,2025-06-19
Химия 974,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-06-12
Экономика 303,лабораторная,Лабораторная по Принципы,Подробное описание лабораторная работы по курсу Принципы экономики,100,2025-06-26
Экономика 303,другое,Другое по Принципы,Подробное описание другое работы по курсу Принципы экономики,33,2025-07-03
Экономика 303,реферат,Реферат по Принципы,Подробное описание реферат работы по курсу Принципы экономики,22,2025-06-12
Биология 636,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-05-29
Биология 636,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,28,2025-06-05
Биология 636,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,30,2025-05-29
Право 343,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы юриспруденции,100,2025-06-12
Право 343,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,48,2025-07-17
Право 343,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы юриспруденции,100,2025-06-26
История 216,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-26
История 216,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая история,100,2025-07-10
История 216,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-05-29
Литература 295,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,30,2025-06-12
Литература 295,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая литература,26,2025-06-12
Литература 295,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая литература,100,2025-05-29
История 182,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-12
История 182,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,23,2025-07-03
История 182,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-05
Литература 595,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,25,2025-06-26
Литература 595,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-06-19
Литература 595,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая литература,100,2025-06-26
Литература 222,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,23,2025-06-05
Литература 222,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,24,2025-07-10
Литература 222,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая литература,100,2025-06-12
Биология 941,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-05
Биология 941,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,27,2025-07-10
Биология 941,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-05
Биология 176,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,32,2025-06-26
Биология 176,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-06-19
Биология 176,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,34,2025-06-12
Психология 220,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,23,2025-06-26
Психология 220,реферат,Реферат по Введение,Подробное описание реферат работы по курсу Введение в психологию,24,2025-06-05
Психология 220,лабораторная,Лабораторная по Введение,Подробное описание лабораторная работы по курсу Введение в психологию,100,2025-07-10
Литература 697,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-07-10
Литература 697,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-05-29
Литература 697,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,41,2025-06-12
Психология 348,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,48,2025-06-26
Психология 348,доклад,Доклад по Введение,Подробное описание доклад работы по курсу Введение в психологию,28,2025-07-10
Психология 348,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,49,2025-06-12
Биология 544,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,35,2025-06-12
Биология 544,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,26,2025-07-03
Биология 544,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-07-03
Экономика 499,доклад,Доклад по Принципы,Подробное описание доклад работы по курсу Принципы экономики,24,2025-07-17
Экономика 499,практическая,Практическая по Принципы,Подробное описание практическая работы по курсу Принципы экономики,100,2025-07-17
Экономика 499,лабораторная,Лабораторная по Принципы,Подробное описание лабораторная работы по курсу Принципы экономики,100,2025-06-19
Химия 709,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-06-26
Химия 709,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,38,2025-06-26
Химия 709,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,21,2025-07-10
Химия 174,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,21,2025-06-19
Химия 174,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,23,2025-06-19
Химия 174,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,47,2025-06-05
История 489,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,30,2025-05-29
История 489,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,36,2025-06-19
История 489,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая история,100,2025-06-05
Психология 180,реферат,Реферат по Введение,Подробное описание реферат работы по курсу Введение в психологию,35,2025-06-05
Психология 180,доклад,Доклад по Введение,Подробное описание доклад работы по курсу Введение в психологию,20,2025-06-05
Психология 180,лабораторная,Лабораторная по Введение,Подробное описание лабораторная работы по курсу Введение в психологию,100,2025-06-26
Биология 404,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-12
Биология 404,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-07-10
Биология 404,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,26,2025-06-26
История 178,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-06-26
История 178,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-03
История 178,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-17
Химия 618,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,32,2025-07-03
Химия 618,практическая,Практическая по Общая,Подробное описание практическая работы по курсу Общая химия,100,2025-06-12
Химия 618,практическая,Практическая по Общая,Подробное описание практическая работы по курсу Общая химия,100,2025-06-12
Психология 713,доклад,Доклад по Введение,Подробное описание доклад работы по курсу Введение в психологию,33,2025-06-19
Психология 713,практическая,Практическая по Введение,Подробное описание практическая работы по курсу Введение в психологию,100,2025-06-19
Психология 713,другое,Другое по Введение,Подробное описание другое работы по курсу Введение в психологию,31,2025-05-29
Программирование 225,практическая,Практическая по Базовые,Подробное описание практическая работы по курсу Базовые концепции программирования,100,2025-07-17
Программирование 225,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,48,2025-07-17
Программирование 225,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,28,2025-06-05
Литература 191,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-06-19
Литература 191,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-05-29
Литература 191,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,24,2025-06-26
Математический анализ 168,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,34,2025-07-03
Математический анализ 168,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,35,2025-06-26
Математический анализ 168,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-06-26
Химия 690,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,21,2025-06-19
Химия 690,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,34,2025-05-29
Химия 690,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,27,2025-06-19
Математический анализ 751,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,27,2025-06-12
Математический анализ 751,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-05-29
Математический анализ 751,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,48,2025-05-29
Литература 728,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая литература,100,2025-05-29
Литература 728,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,38,2025-07-10
Литература 728,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,46,2025-05-29
Математический анализ 636,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,33,2025-07-10
Математический анализ 636,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,38,2025-06-05
Математический анализ 636,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-07-10
Литература 697,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая литература,46,2025-07-03
Литература 697,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,25,2025-07-10
Литература 697,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,33,2025-06-19
Литература 324,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-06-19
Литература 324,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,33,2025-07-17
Литература 324,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая литература,100,2025-05-29
Биология 156,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-07-17
Биология 156,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-26
Биология 156,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,38,2025-05-29
Медицина 894,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,21,2025-06-26
Медицина 894,другое,Другое по Основы,Подробное описание другое работы по курсу Основы медицинских знаний,42,2025-07-10
Медицина 894,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,38,2025-06-26
Биология 373,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,47,2025-07-10
Биология 373,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-06-26
Биология 373,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-06-26
Медицина 862,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы медицинских знаний,44,2025-06-12
Медицина 862,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы медицинских знаний,100,2025-07-03
Медицина 862,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы медицинских знаний,26,2025-05-29
История 610,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,24,2025-07-03
История 610,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,23,2025-06-26
История 610,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,39,2025-06-19
История 384,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,30,2025-05-29
История 384,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,38,2025-07-10
История 384,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,49,2025-06-19
Литература 814,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,26,2025-06-19
Литература 814,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая литература,22,2025-06-26
Литература 814,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-06-19
Математический анализ 701,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,38,2025-07-03
Математический анализ 701,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-06-05
Математический анализ 701,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-06-05
Математический анализ 884,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,30,2025-06-19
Математический анализ 884,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,37,2025-07-03
Математический анализ 884,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-06-12
Программирование 193,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,24,2025-06-05
Программирование 193,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,26,2025-06-12
Программирование 193,доклад,Доклад по Базовые,Подробное описание доклад работы по курсу Базовые концепции программирования,36,2025-07-10
Право 150,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,35,2025-07-10
Право 150,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,26,2025-06-19
Право 150,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,20,2025-07-10
Математический анализ 888,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-06-05
Математический анализ 888,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,30,2025-06-05
Математический анализ 888,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,50,2025-07-10
Литература 378,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая литература,50,2025-07-17
Литература 378,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-06-12
Литература 378,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая литература,100,2025-07-10
Химия 906,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-07-10
Химия 906,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-05-29
Химия 906,другое,Другое по Общая,Подробное описание другое работы по курсу Общая химия,38,2025-06-05
Математический анализ 876,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы математического анализа,44,2025-06-26
Математический анализ 876,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-06-26
Математический анализ 876,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы математического анализа,100,2025-05-29
История 297,практическая,Практическая по Мировая,Подробное описание практическая работы по курсу Мировая история,100,2025-06-12
История 297,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,20,2025-07-17
История 297,другое,Другое по Мировая,Подробное описание другое работы по курсу Мировая история,25,2025-07-17
Право 353,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,45,2025-06-12
Право 353,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы юриспруденции,100,2025-07-17
Право 353,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы юриспруденции,100,2025-07-10
Биология 320,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы биологии,40,2025-07-10
Биология 320,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-06-05
Биология 320,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,36,2025-07-03
Право 816,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,27,2025-06-12
Право 816,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы юриспруденции,100,2025-06-19
Право 816,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,39,2025-06-19
Право 680,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы юриспруденции,100,2025-07-17
Право 680,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,44,2025-06-05
Право 680,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,44,2025-06-19
Биология 199,другое,Другое по Основы,Подробное описание другое работы по курсу Основы биологии,40,2025-07-03
Биология 199,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-06-19
Биология 199,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-12
Право 592,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,39,2025-06-26
Право 592,другое,Другое по Основы,Подробное описание другое работы по курсу Основы юриспруденции,24,2025-07-17
Право 592,реферат,Реферат по Основы,Подробное описание реферат работы по курсу Основы юриспруденции,24,2025-06-19
История 849,лабораторная,Лабораторная по Мировая,Подробное описание лабораторная работы по курсу Мировая история,100,2025-07-10
История 849,реферат,Реферат по Мировая,Подробное описание реферат работы по курсу Мировая история,40,2025-06-26
История 849,доклад,Доклад по Мировая,Подробное описание доклад работы по курсу Мировая история,29,2025-06-12
Математический анализ 880,другое,Другое по Основы,Подробное описание другое работы по курсу Основы математического анализа,43,2025-06-26
Математический анализ 880,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы математического анализа,38,2025-06-05
Математический анализ 880,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы математического анализа,100,2025-07-03
Биология 245,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,46,2025-06-05
Биология 245,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы биологии,48,2025-06-19
Биология 245,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-07-03
Право 491,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы юриспруденции,100,2025-07-03
Право 491,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,42,2025-07-03
Право 491,доклад,Доклад по Основы,Подробное описание доклад работы по курсу Основы юриспруденции,45,2025-07-17
Химия 491,лабораторная,Лабораторная по Общая,Подробное описание лабораторная работы по курсу Общая химия,100,2025-07-03
Химия 491,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,25,2025-07-03
Химия 491,доклад,Доклад по Общая,Подробное описание доклад работы по курсу Общая химия,24,2025-06-12
Биология 764,лабораторная,Лабораторная по Основы,Подробное описание лабораторная работы по курсу Основы биологии,100,2025-06-05
Биология 764,практическая,Практическая по Основы,Подробное описание практическая работы по курсу Основы биологии,100,2025-06-12
