schedule_id,course_id,teacher_id,classroom,class_time,duration
1225,11,6,Корпус-1 ауд-187,2024-10-21 15:30:00,90
1226,24,158,Корпус-4 ауд-257,2024-10-14 17:30:00,120
1227,14,166,Корпус-3 ауд-554,2024-09-06 17:30:00,120
1228,31,179,Корпус-4 ауд-128,2025-03-17 09:00:00,90
1229,30,92,Корпус-1 ауд-425,2024-12-09 11:00:00,90
1230,9,77,Корпус-2 ауд-362,2025-02-17 09:00:00,90
1231,13,178,Корпус-4 ауд-198,2024-11-04 09:00:00,90
1232,20,173,Корпус-1 ауд-269,2025-01-27 11:00:00,90
1233,8,136,Корпус-4 ауд-406,2025-05-05 11:00:00,90
1234,44,50,Корпус-5 ауд-339,2025-06-20 17:30:00,120
1235,2,183,Корпус-2 ауд-462,2025-04-11 15:30:00,90
1236,36,70,Корпус-4 ауд-496,2024-09-12 11:00:00,90
1237,22,58,Корпус-4 ауд-566,2024-11-18 17:30:00,120
1238,2,183,Корпус-5 ауд-343,2025-03-10 13:30:00,90
1239,17,63,Корпус-1 ауд-139,2025-01-21 13:30:00,90
1240,44,50,Корпус-3 ауд-488,2025-05-27 11:00:00,90
1241,33,158,Корпус-4 ауд-168,2025-02-26 09:00:00,90
1242,40,122,Корпус-3 ауд-328,2024-12-19 17:30:00,120
1243,17,63,Корпус-1 ауд-258,2024-11-28 13:30:00,90
1244,42,68,Корпус-5 ауд-237,2024-11-18 09:00:00,90
1245,6,168,Корпус-5 ауд-292,2025-06-10 13:30:00,90
1246,9,77,Корпус-5 ауд-597,2025-06-20 15:30:00,90
1247,22,58,Корпус-3 ауд-442,2025-06-30 11:00:00,90
1248,48,158,Корпус-3 ауд-103,2024-10-21 17:30:00,120
1249,25,189,Корпус-2 ауд-492,2025-03-14 15:30:00,90
1250,40,122,Корпус-1 ауд-532,2025-06-03 13:30:00,90
1251,40,122,Корпус-2 ауд-440,2025-01-06 15:30:00,90
1252,24,158,Корпус-3 ауд-102,2024-09-11 15:30:00,90
1253,39,12,Корпус-3 ауд-445,2024-11-04 09:00:00,90
1254,33,158,Корпус-2 ауд-278,2024-12-06 09:00:00,90
1255,13,178,Корпус-1 ауд-504,2024-10-29 09:00:00,90
1256,17,63,Корпус-1 ауд-434,2024-12-02 17:30:00,120
1257,5,121,Корпус-4 ауд-166,2024-12-18 09:00:00,90
1258,37,130,Корпус-3 ауд-396,2024-12-04 09:00:00,90
1259,26,69,Корпус-3 ауд-524,2024-09-09 13:30:00,90
1260,10,106,Корпус-4 ауд-587,2025-06-23 09:00:00,90
1261,20,173,Корпус-4 ауд-512,2025-05-07 15:30:00,90
1262,1,192,Корпус-4 ауд-451,2024-12-17 15:30:00,90
1263,29,3,Корпус-1 ауд-468,2024-09-10 13:30:00,90
1264,39,12,Корпус-3 ауд-220,2025-05-05 13:30:00,90
1265,29,3,Корпус-1 ауд-100,2025-05-21 11:00:00,90
1266,18,105,Корпус-3 ауд-275,2024-11-18 15:30:00,90
1267,19,104,Корпус-3 ауд-336,2025-04-09 13:30:00,90
1268,10,106,Корпус-4 ауд-285,2025-05-26 15:30:00,90
1269,17,63,Корпус-2 ауд-401,2025-05-06 15:30:00,90
1270,37,130,Корпус-3 ауд-142,2025-02-06 09:00:00,90
1271,46,80,Корпус-1 ауд-321,2024-10-21 17:30:00,120
1272,9,77,Корпус-5 ауд-110,2024-09-25 11:00:00,90
1273,32,67,Корпус-2 ауд-127,2025-03-10 17:30:00,120
1274,47,76,Корпус-4 ауд-489,2025-05-13 11:00:00,90
1275,12,37,Корпус-3 ауд-459,2025-05-06 15:30:00,90
1276,7,177,Корпус-1 ауд-542,2024-10-07 15:30:00,90
1277,3,30,Корпус-4 ауд-586,2025-03-25 13:30:00,90
1278,27,65,Корпус-4 ауд-212,2025-01-21 09:00:00,90
1279,9,77,Корпус-2 ауд-497,2024-12-05 13:30:00,90
1280,44,50,Корпус-5 ауд-405,2025-02-07 09:00:00,90
1281,8,136,Корпус-5 ауд-135,2024-12-09 15:30:00,90
1282,45,43,Корпус-5 ауд-203,2025-02-24 09:00:00,90
1283,14,166,Корпус-4 ауд-157,2025-02-03 13:30:00,90
1284,39,12,Корпус-4 ауд-157,2025-02-11 09:00:00,90
1285,5,121,Корпус-4 ауд-162,2024-11-18 15:30:00,90
1286,15,169,Корпус-1 ауд-212,2024-09-16 15:30:00,90
1287,38,123,Корпус-1 ауд-269,2024-11-01 17:30:00,120
1288,39,12,Корпус-3 ауд-160,2024-11-11 09:00:00,90
1289,38,123,Корпус-5 ауд-427,2024-09-06 15:30:00,90
1290,40,122,Корпус-5 ауд-320,2024-12-30 11:00:00,90
1291,3,30,Корпус-5 ауд-394,2024-11-25 13:30:00,90
1292,10,106,Корпус-4 ауд-116,2025-02-17 17:30:00,120
1293,20,173,Корпус-4 ауд-444,2025-04-28 09:00:00,90
1294,48,158,Корпус-4 ауд-238,2024-10-01 17:30:00,120
1295,10,106,Корпус-1 ауд-541,2024-12-20 11:00:00,90
1296,45,43,Корпус-5 ауд-541,2025-05-01 17:30:00,120
1297,27,65,Корпус-1 ауд-362,2024-11-20 15:30:00,90
1298,33,158,Корпус-5 ауд-259,2024-10-25 15:30:00,90
1299,40,122,Корпус-5 ауд-376,2025-03-03 17:30:00,120
1300,49,141,Корпус-2 ауд-231,2024-10-07 11:00:00,90
1301,38,123,Корпус-3 ауд-418,2025-01-17 15:30:00,90
1302,24,158,Корпус-4 ауд-375,2024-10-14 15:30:00,90
1303,22,58,Корпус-4 ауд-229,2025-03-31 17:30:00,120
1304,22,58,Корпус-2 ауд-106,2024-12-03 09:00:00,90
1305,14,166,Корпус-4 ауд-133,2025-06-30 13:30:00,90
1306,42,68,Корпус-4 ауд-516,2025-03-10 13:30:00,90
1307,6,168,Корпус-3 ауд-108,2025-03-24 09:00:00,90
1308,17,63,Корпус-2 ауд-296,2025-01-29 15:30:00,90
1309,45,43,Корпус-1 ауд-133,2025-03-10 13:30:00,90
1310,19,104,Корпус-4 ауд-491,2025-04-24 17:30:00,120
1311,41,15,Корпус-3 ауд-109,2024-10-28 17:30:00,120
1312,44,50,Корпус-5 ауд-193,2025-04-07 13:30:00,90
1313,23,200,Корпус-4 ауд-257,2025-02-28 17:30:00,120
1314,13,178,Корпус-1 ауд-428,2024-12-02 11:00:00,90
1315,40,122,Корпус-1 ауд-315,2025-03-27 13:30:00,90
1316,39,12,Корпус-5 ауд-242,2025-04-24 11:00:00,90
1317,31,179,Корпус-2 ауд-438,2024-12-23 09:00:00,90
1318,21,99,Корпус-5 ауд-309,2024-12-19 11:00:00,90
1319,37,130,Корпус-5 ауд-143,2025-02-03 11:00:00,90
1320,12,37,Корпус-5 ауд-132,2024-11-06 13:30:00,90
1321,3,30,Корпус-5 ауд-472,2025-06-24 09:00:00,90
1322,25,189,Корпус-2 ауд-295,2025-02-24 17:30:00,120
1323,11,6,Корпус-1 ауд-241,2024-11-15 15:30:00,90
1324,15,169,Корпус-1 ауд-255,2025-02-26 15:30:00,90
1325,1,192,Корпус-3 ауд-244,2025-04-21 17:30:00,120
1326,42,68,Корпус-1 ауд-494,2024-11-11 13:30:00,90
1327,2,183,Корпус-5 ауд-133,2025-03-17 13:30:00,90
1328,3,30,Корпус-5 ауд-489,2025-01-31 11:00:00,90
1329,20,173,Корпус-3 ауд-564,2025-04-21 11:00:00,90
1330,8,136,Корпус-5 ауд-389,2025-01-13 09:00:00,90
1331,25,189,Корпус-1 ауд-418,2025-02-03 11:00:00,90
1332,5,121,Корпус-5 ауд-405,2024-10-14 09:00:00,90
1333,11,6,Корпус-5 ауд-356,2025-03-25 15:30:00,90
1334,2,183,Корпус-1 ауд-427,2025-02-10 15:30:00,90
1335,24,158,Корпус-1 ауд-556,2024-09-12 13:30:00,90
1336,47,76,Корпус-1 ауд-319,2025-05-28 15:30:00,90
1337,1,192,Корпус-4 ауд-149,2025-06-30 09:00:00,90
1338,37,130,Корпус-4 ауд-450,2025-06-26 11:00:00,90
1339,15,169,Корпус-3 ауд-183,2025-04-01 09:00:00,90
1340,10,106,Корпус-4 ауд-125,2025-06-23 17:30:00,120
1341,11,6,Корпус-3 ауд-479,2025-05-19 17:30:00,120
1342,4,195,Корпус-3 ауд-383,2025-03-24 11:00:00,90
1343,26,69,Корпус-1 ауд-230,2025-01-22 17:30:00,120
1344,13,178,Корпус-4 ауд-348,2025-01-31 17:30:00,120
1345,34,184,Корпус-3 ауд-459,2024-10-14 15:30:00,90
1346,22,58,Корпус-3 ауд-103,2024-12-19 09:00:00,90
1347,27,65,Корпус-1 ауд-201,2025-05-06 09:00:00,90
1348,21,99,Корпус-1 ауд-482,2025-01-08 17:30:00,120
1349,10,106,Корпус-1 ауд-329,2025-01-06 13:30:00,90
1350,6,168,Корпус-5 ауд-411,2025-03-03 15:30:00,90
1351,22,58,Корпус-2 ауд-451,2025-05-29 13:30:00,90
1352,20,173,Корпус-3 ауд-424,2024-10-07 15:30:00,90
1353,10,106,Корпус-3 ауд-430,2024-10-21 09:00:00,90
1354,20,173,Корпус-3 ауд-401,2025-03-04 13:30:00,90
1355,49,141,Корпус-2 ауд-192,2025-01-22 13:30:00,90
1356,41,15,Корпус-5 ауд-393,2024-12-02 09:00:00,90
1357,28,20,Корпус-1 ауд-169,2025-06-02 15:30:00,90
1358,27,65,Корпус-2 ауд-234,2024-09-02 17:30:00,120
1359,16,42,Корпус-2 ауд-326,2024-12-05 15:30:00,90
1360,34,184,Корпус-4 ауд-128,2024-09-26 17:30:00,120
1361,9,77,Корпус-5 ауд-256,2024-12-30 11:00:00,90
1362,5,121,Корпус-5 ауд-188,2024-10-10 11:00:00,90
1363,20,173,Корпус-3 ауд-479,2025-05-12 13:30:00,90
1364,42,68,Корпус-2 ауд-455,2024-10-16 13:30:00,90
1365,42,68,Корпус-5 ауд-503,2025-04-07 11:00:00,90
1366,28,20,Корпус-2 ауд-367,2025-01-10 09:00:00,90
1367,12,37,Корпус-1 ауд-260,2024-12-16 13:30:00,90
1368,37,130,Корпус-4 ауд-408,2025-02-10 13:30:00,90
1369,3,30,Корпус-3 ауд-545,2024-12-23 09:00:00,90
1370,43,63,Корпус-5 ауд-379,2025-03-19 13:30:00,90
1371,21,99,Корпус-2 ауд-180,2025-04-09 11:00:00,90
1372,37,130,Корпус-3 ауд-107,2025-04-11 17:30:00,120
1373,23,200,Корпус-2 ауд-412,2024-12-05 15:30:00,90
1374,32,67,Корпус-1 ауд-336,2025-03-20 13:30:00,90
1375,44,50,Корпус-3 ауд-176,2024-09-30 11:00:00,90
1376,45,43,Корпус-3 ауд-220,2025-05-21 13:30:00,90
1377,34,184,Корпус-2 ауд-149,2025-03-03 11:00:00,90
1378,14,166,Корпус-3 ауд-508,2025-02-17 15:30:00,90
1379,14,166,Корпус-4 ауд-266,2025-02-27 15:30:00,90
1380,44,50,Корпус-5 ауд-103,2024-11-20 15:30:00,90
1381,17,63,Корпус-2 ауд-291,2024-12-25 09:00:00,90
1382,29,3,Корпус-4 ауд-463,2025-04-29 13:30:00,90
1383,34,184,Корпус-3 ауд-494,2025-02-14 13:30:00,90
1384,1,192,Корпус-5 ауд-122,2025-01-29 13:30:00,90
1385,24,158,Корпус-2 ауд-413,2025-03-13 13:30:00,90
1386,35,9,Корпус-4 ауд-539,2024-09-10 17:30:00,120
1387,44,50,Корпус-5 ауд-294,2024-11-19 11:00:00,90
1388,21,99,Корпус-3 ауд-367,2025-06-26 15:30:00,90
1389,4,195,Корпус-2 ауд-395,2025-04-21 11:00:00,90
1390,1,192,Корпус-4 ауд-111,2025-01-30 15:30:00,90
1391,23,200,Корпус-2 ауд-422,2025-04-22 13:30:00,90
1392,49,141,Корпус-4 ауд-470,2024-11-04 11:00:00,90
1393,19,104,Корпус-1 ауд-368,2025-06-09 09:00:00,90
1394,21,99,Корпус-3 ауд-375,2025-02-24 11:00:00,90
1395,2,183,Корпус-2 ауд-314,2025-04-04 11:00:00,90
1396,23,200,Корпус-2 ауд-579,2024-12-30 09:00:00,90
1397,10,106,Корпус-4 ауд-291,2025-02-05 09:00:00,90
1398,41,15,Корпус-1 ауд-289,2024-10-23 11:00:00,90
1399,16,42,Корпус-4 ауд-482,2024-12-25 09:00:00,90
1400,43,63,Корпус-3 ауд-492,2025-02-24 09:00:00,90
1401,36,70,Корпус-4 ауд-344,2025-01-02 13:30:00,90
1402,23,200,Корпус-4 ауд-535,2025-03-10 17:30:00,120
1403,49,141,Корпус-4 ауд-208,2025-01-01 15:30:00,90
1404,28,20,Корпус-2 ауд-325,2025-04-21 17:30:00,120
1405,6,168,Корпус-5 ауд-341,2024-09-17 09:00:00,90
1406,24,158,Корпус-1 ауд-541,2024-11-20 13:30:00,90
1407,32,67,Корпус-5 ауд-194,2024-09-19 17:30:00,120
1408,6,168,Корпус-5 ауд-478,2025-06-27 09:00:00,90
1409,22,58,Корпус-2 ауд-435,2025-05-26 11:00:00,90
1410,31,179,Корпус-5 ауд-299,2024-09-05 13:30:00,90
1411,40,122,Корпус-3 ауд-532,2025-03-14 11:00:00,90
1412,23,200,Корпус-4 ауд-505,2025-05-26 15:30:00,90
1413,26,69,Корпус-3 ауд-270,2025-06-30 09:00:00,90
1414,44,50,Корпус-3 ауд-574,2024-10-14 15:30:00,90
1415,45,43,Корпус-2 ауд-178,2025-01-17 09:00:00,90
1416,33,158,Корпус-2 ауд-501,2025-01-20 13:30:00,90
1417,10,106,Корпус-3 ауд-446,2025-02-07 13:30:00,90
1418,16,42,Корпус-5 ауд-389,2024-10-09 15:30:00,90
1419,12,37,Корпус-2 ауд-365,2025-01-13 09:00:00,90
1420,40,122,Корпус-1 ауд-386,2025-03-03 15:30:00,90
1421,35,9,Корпус-4 ауд-391,2025-05-12 17:30:00,120
1422,13,178,Корпус-2 ауд-409,2025-06-20 17:30:00,120
1423,42,68,Корпус-3 ауд-138,2025-02-21 09:00:00,90
1424,19,104,Корпус-5 ауд-202,2025-02-03 17:30:00,120
1425,1,192,Корпус-2 ауд-415,2025-03-26 11:00:00,90
1426,41,15,Корпус-4 ауд-174,2025-04-17 17:30:00,120
1427,24,158,Корпус-4 ауд-107,2024-09-03 13:30:00,90
1428,34,184,Корпус-2 ауд-348,2024-10-07 17:30:00,120
1429,21,99,Корпус-4 ауд-507,2024-11-27 09:00:00,90
1430,23,200,Корпус-1 ауд-225,2024-12-23 15:30:00,90
1431,13,178,Корпус-2 ауд-424,2025-06-17 09:00:00,90
1432,21,99,Корпус-4 ауд-406,2024-12-16 13:30:00,90
1433,13,178,Корпус-4 ауд-567,2025-05-05 11:00:00,90
1434,9,77,Корпус-1 ауд-451,2025-06-24 17:30:00,120
1435,19,104,Корпус-5 ауд-253,2025-05-14 09:00:00,90
1436,16,42,Корпус-2 ауд-263,2024-09-24 11:00:00,90
1437,48,158,Корпус-5 ауд-379,2025-02-07 17:30:00,120
1438,6,168,Корпус-1 ауд-446,2025-02-26 17:30:00,120
1439,49,141,Корпус-5 ауд-579,2025-01-03 15:30:00,90
1440,23,200,Корпус-1 ауд-368,2024-12-30 09:00:00,90
1441,28,20,Корпус-1 ауд-335,2024-09-05 09:00:00,90
1442,36,70,Корпус-5 ауд-481,2025-04-14 11:00:00,90
1443,43,63,Корпус-4 ауд-113,2025-03-31 11:00:00,90
1444,10,106,Корпус-5 ауд-115,2025-02-17 17:30:00,120
1445,13,178,Корпус-3 ауд-385,2025-06-30 17:30:00,120
1446,36,70,Корпус-3 ауд-500,2025-06-23 13:30:00,90
1447,43,63,Корпус-4 ауд-168,2025-01-30 09:00:00,90
1448,17,63,Корпус-2 ауд-320,2025-02-14 15:30:00,90
1449,8,136,Корпус-4 ауд-208,2025-01-17 17:30:00,120
1450,27,65,Корпус-1 ауд-466,2025-03-17 17:30:00,120
1451,41,15,Корпус-5 ауд-128,2024-11-04 13:30:00,90
1452,27,65,Корпус-5 ауд-556,2024-11-19 13:30:00,90
1453,34,184,Корпус-2 ауд-123,2025-06-20 17:30:00,120
1454,37,130,Корпус-5 ауд-595,2025-05-29 15:30:00,90
1455,46,80,Корпус-4 ауд-362,2025-03-24 13:30:00,90
1456,22,58,Корпус-1 ауд-384,2025-06-17 09:00:00,90
1457,48,158,Корпус-1 ауд-133,2025-03-11 17:30:00,120
1458,4,195,Корпус-4 ауд-242,2024-11-11 15:30:00,90
1459,44,50,Корпус-5 ауд-146,2025-01-29 11:00:00,90
1460,3,30,Корпус-1 ауд-181,2025-01-20 15:30:00,90
1461,30,92,Корпус-5 ауд-454,2024-11-22 15:30:00,90
1462,47,76,Корпус-4 ауд-103,2025-01-13 11:00:00,90
1463,39,12,Корпус-2 ауд-451,2025-03-27 11:00:00,90
1464,3,30,Корпус-2 ауд-136,2025-01-13 15:30:00,90
1465,24,158,Корпус-1 ауд-329,2025-05-09 09:00:00,90
1466,47,76,Корпус-2 ауд-460,2025-05-19 11:00:00,90
1467,16,42,Корпус-4 ауд-538,2025-02-10 13:30:00,90
1468,24,158,Корпус-5 ауд-382,2025-02-04 09:00:00,90
1469,28,20,Корпус-5 ауд-262,2025-03-17 17:30:00,120
1470,44,50,Корпус-1 ауд-312,2024-09-30 11:00:00,90
1471,11,6,Корпус-3 ауд-159,2024-11-20 15:30:00,90
1472,30,92,Корпус-2 ауд-543,2024-09-09 15:30:00,90
1473,44,50,Корпус-4 ауд-145,2025-01-02 17:30:00,120
1474,14,166,Корпус-1 ауд-104,2025-03-17 17:30:00,120
1475,30,92,Корпус-2 ауд-149,2025-04-14 09:00:00,90
1476,11,6,Корпус-1 ауд-335,2025-04-23 17:30:00,120
1477,31,179,Корпус-2 ауд-487,2025-01-09 13:30:00,90
1478,41,15,Корпус-2 ауд-303,2025-03-17 11:00:00,90
1479,45,43,Корпус-2 ауд-378,2024-11-25 09:00:00,90
1480,41,15,Корпус-2 ауд-439,2025-01-21 15:30:00,90
1481,35,9,Корпус-2 ауд-115,2025-05-02 17:30:00,120
1482,13,178,Корпус-5 ауд-554,2024-11-26 09:00:00,90
1483,15,169,Корпус-3 ауд-102,2025-06-02 09:00:00,90
1484,23,200,Корпус-3 ауд-298,2024-11-27 17:30:00,120
1485,19,104,Корпус-1 ауд-543,2024-10-21 11:00:00,90
1486,18,105,Корпус-1 ауд-579,2025-06-23 15:30:00,90
1487,8,136,Корпус-2 ауд-557,2025-06-02 15:30:00,90
1488,44,50,Корпус-1 ауд-423,2025-04-21 13:30:00,90
1489,21,99,Корпус-1 ауд-456,2025-05-06 17:30:00,120
1490,48,158,Корпус-1 ауд-322,2025-03-31 11:00:00,90
1491,34,184,Корпус-3 ауд-217,2024-12-09 11:00:00,90
1492,43,63,Корпус-3 ауд-113,2024-11-01 09:00:00,90
1493,18,105,Корпус-2 ауд-315,2024-10-15 11:00:00,90
1494,9,77,Корпус-1 ауд-118,2025-04-22 13:30:00,90
1495,14,166,Корпус-3 ауд-293,2025-04-18 09:00:00,90
1496,8,136,Корпус-2 ауд-118,2024-09-02 13:30:00,90
1497,31,179,Корпус-1 ауд-514,2024-10-31 13:30:00,90
1498,3,30,Корпус-2 ауд-213,2025-02-12 11:00:00,90
1499,11,6,Корпус-5 ауд-302,2024-11-29 15:30:00,90
1500,45,43,Корпус-3 ауд-599,2024-10-15 09:00:00,90
1501,37,130,Корпус-3 ауд-147,2024-09-16 11:00:00,90
1502,46,80,Корпус-5 ауд-423,2024-11-12 15:30:00,90
1503,10,106,Корпус-3 ауд-222,2025-01-06 11:00:00,90
1504,14,166,Корпус-1 ауд-213,2025-01-01 15:30:00,90
1505,27,65,Корпус-5 ауд-589,2024-10-16 13:30:00,90
1506,37,130,Корпус-3 ауд-202,2025-02-06 11:00:00,90
1507,15,169,Корпус-1 ауд-401,2024-10-07 13:30:00,90
1508,49,141,Корпус-1 ауд-459,2024-11-01 09:00:00,90
1509,11,6,Корпус-5 ауд-252,2025-06-24 09:00:00,90
1510,18,105,Корпус-2 ауд-449,2025-03-03 15:30:00,90
1511,8,136,Корпус-3 ауд-122,2025-03-07 09:00:00,90
1512,25,189,Корпус-3 ауд-320,2024-12-10 17:30:00,120
1513,32,67,Корпус-1 ауд-237,2025-05-27 15:30:00,90
1514,21,99,Корпус-1 ауд-594,2024-09-26 09:00:00,90
1515,27,65,Корпус-5 ауд-230,2024-11-11 13:30:00,90
1516,21,99,Корпус-5 ауд-466,2024-10-17 13:30:00,90
1517,19,104,Корпус-3 ауд-429,2024-10-22 11:00:00,90
1518,39,12,Корпус-1 ауд-357,2024-12-25 09:00:00,90
1519,23,200,Корпус-5 ауд-110,2025-02-12 11:00:00,90
1520,43,63,Корпус-2 ауд-101,2025-01-30 09:00:00,90
1521,19,104,Корпус-3 ауд-153,2025-01-07 17:30:00,120
1522,24,158,Корпус-5 ауд-576,2025-04-28 17:30:00,120
1523,29,3,Корпус-4 ауд-480,2025-05-26 09:00:00,90
1524,15,169,Корпус-1 ауд-536,2025-02-17 15:30:00,90
1525,30,92,Корпус-1 ауд-333,2025-01-24 13:30:00,90
1526,12,37,Корпус-5 ауд-573,2024-09-10 11:00:00,90
1527,19,104,Корпус-4 ауд-342,2025-03-26 13:30:00,90
1528,11,6,Корпус-3 ауд-305,2024-09-17 09:00:00,90
1529,18,105,Корпус-2 ауд-438,2024-11-18 11:00:00,90
1530,2,183,Корпус-5 ауд-421,2025-03-06 13:30:00,90
1531,17,63,Корпус-5 ауд-445,2024-12-09 15:30:00,90
1532,30,92,Корпус-4 ауд-375,2025-01-01 17:30:00,120
1533,23,200,Корпус-4 ауд-501,2024-12-02 11:00:00,90
1534,29,3,Корпус-2 ауд-554,2025-06-09 09:00:00,90
1535,42,68,Корпус-5 ауд-348,2024-09-03 09:00:00,90
1536,11,6,Корпус-2 ауд-296,2024-11-07 13:30:00,90
1537,27,65,Корпус-3 ауд-349,2025-03-24 15:30:00,90
1538,23,200,Корпус-3 ауд-145,2025-02-19 13:30:00,90
1539,36,70,Корпус-2 ауд-469,2025-01-06 15:30:00,90
1540,12,37,Корпус-5 ауд-579,2025-06-09 15:30:00,90
1541,36,70,Корпус-3 ауд-211,2025-03-14 09:00:00,90
1542,36,70,Корпус-3 ауд-397,2025-05-05 13:30:00,90
1543,30,92,Корпус-1 ауд-590,2024-12-31 17:30:00,120
1544,39,12,Корпус-1 ауд-174,2025-01-28 17:30:00,120
1545,11,6,Корпус-4 ауд-468,2024-12-10 17:30:00,120
1546,30,92,Корпус-3 ауд-340,2025-03-26 11:00:00,90
1547,9,77,Корпус-4 ауд-566,2025-06-13 13:30:00,90
1548,16,42,Корпус-4 ауд-452,2024-10-21 11:00:00,90
1549,6,168,Корпус-3 ауд-204,2025-01-14 15:30:00,90
1550,7,177,Корпус-1 ауд-119,2025-05-09 17:30:00,120
1551,11,6,Корпус-5 ауд-366,2024-11-25 11:00:00,90
1552,42,68,Корпус-3 ауд-129,2025-06-16 17:30:00,120
1553,12,37,Корпус-3 ауд-463,2025-01-02 15:30:00,90
1554,31,179,Корпус-3 ауд-326,2025-02-27 09:00:00,90
1555,45,43,Корпус-2 ауд-314,2025-04-03 09:00:00,90
1556,40,122,Корпус-3 ауд-157,2024-09-19 15:30:00,90
1557,39,12,Корпус-4 ауд-106,2024-11-11 11:00:00,90
1558,22,58,Корпус-3 ауд-186,2025-02-17 13:30:00,90
1559,9,77,Корпус-2 ауд-438,2025-06-05 09:00:00,90
1560,17,63,Корпус-3 ауд-480,2024-11-18 09:00:00,90
1561,40,122,Корпус-4 ауд-195,2025-05-30 11:00:00,90
1562,33,158,Корпус-1 ауд-564,2024-10-21 17:30:00,120
1563,30,92,Корпус-3 ауд-574,2025-03-17 09:00:00,90
1564,8,136,Корпус-3 ауд-236,2025-01-13 09:00:00,90
1565,3,30,Корпус-4 ауд-226,2025-06-02 15:30:00,90
1566,20,173,Корпус-1 ауд-279,2024-10-28 17:30:00,120
1567,26,69,Корпус-5 ауд-184,2025-06-26 17:30:00,120
1568,12,37,Корпус-4 ауд-196,2025-05-06 17:30:00,120
1569,43,63,Корпус-2 ауд-486,2024-12-23 17:30:00,120
1570,4,195,Корпус-4 ауд-416,2025-02-14 09:00:00,90
1571,11,6,Корпус-5 ауд-183,2025-04-21 17:30:00,120
1572,5,121,Корпус-3 ауд-322,2024-10-03 09:00:00,90
1573,16,42,Корпус-1 ауд-500,2025-05-14 15:30:00,90
1574,36,70,Корпус-4 ауд-242,2025-01-06 15:30:00,90
1575,37,130,Корпус-4 ауд-232,2024-09-04 15:30:00,90
1576,48,158,Корпус-3 ауд-295,2024-09-27 11:00:00,90
1577,46,80,Корпус-1 ауд-384,2025-05-26 13:30:00,90
1578,30,92,Корпус-1 ауд-481,2024-12-20 09:00:00,90
1579,13,178,Корпус-3 ауд-226,2024-10-28 17:30:00,120
1580,6,168,Корпус-5 ауд-179,2025-04-11 13:30:00,90
1581,38,123,Корпус-1 ауд-550,2024-10-01 17:30:00,120
1582,6,168,Корпус-2 ауд-363,2025-06-27 15:30:00,90
1583,12,37,Корпус-1 ауд-173,2025-02-14 17:30:00,120
1584,30,92,Корпус-3 ауд-491,2025-02-03 09:00:00,90
1585,42,68,Корпус-2 ауд-370,2024-12-20 11:00:00,90
1586,9,77,Корпус-3 ауд-172,2024-10-16 09:00:00,90
1587,32,67,Корпус-2 ауд-580,2025-01-27 17:30:00,120
1588,23,200,Корпус-4 ауд-272,2024-09-24 17:30:00,120
1589,12,37,Корпус-5 ауд-490,2025-01-28 09:00:00,90
1590,14,166,Корпус-5 ауд-118,2025-03-31 13:30:00,90
1591,22,58,Корпус-5 ауд-538,2024-10-11 11:00:00,90
1592,15,169,Корпус-1 ауд-535,2025-03-31 13:30:00,90
1593,17,63,Корпус-1 ауд-597,2024-11-28 15:30:00,90
1594,8,136,Корпус-2 ауд-555,2025-01-03 09:00:00,90
1595,1,192,Корпус-5 ауд-215,2024-09-23 09:00:00,90
1596,27,65,Корпус-5 ауд-561,2025-05-05 17:30:00,120
1597,36,70,Корпус-1 ауд-153,2024-11-18 15:30:00,90
1598,7,177,Корпус-4 ауд-337,2025-04-07 15:30:00,90
1599,6,168,Корпус-2 ауд-456,2025-06-26 09:00:00,90
1600,6,168,Корпус-1 ауд-476,2024-10-07 09:00:00,90
1601,46,80,Корпус-1 ауд-532,2024-12-30 15:30:00,90
1602,3,30,Корпус-5 ауд-334,2025-01-30 09:00:00,90
1603,15,169,Корпус-3 ауд-348,2025-03-17 13:30:00,90
1604,23,200,Корпус-3 ауд-278,2025-05-19 13:30:00,90
1605,11,6,Корпус-4 ауд-402,2025-04-23 09:00:00,90
1606,47,76,Корпус-2 ауд-361,2024-12-25 15:30:00,90
1607,5,121,Корпус-4 ауд-206,2025-05-26 17:30:00,120
1608,13,178,Корпус-3 ауд-225,2024-09-24 09:00:00,90
1609,34,184,Корпус-3 ауд-481,2025-05-21 13:30:00,90
1610,10,106,Корпус-4 ауд-317,2025-06-16 17:30:00,120
1611,9,77,Корпус-5 ауд-568,2025-05-14 15:30:00,90
1612,20,173,Корпус-2 ауд-388,2025-02-27 15:30:00,90
1613,22,58,Корпус-4 ауд-216,2024-09-27 11:00:00,90
1614,25,189,Корпус-4 ауд-211,2024-10-22 11:00:00,90
1615,42,68,Корпус-2 ауд-350,2025-03-24 09:00:00,90
1616,17,63,Корпус-5 ауд-140,2025-04-16 17:30:00,120
1617,31,179,Корпус-1 ауд-267,2025-04-14 15:30:00,90
1618,18,105,Корпус-3 ауд-449,2025-02-05 09:00:00,90
1619,42,68,Корпус-1 ауд-450,2025-05-06 11:00:00,90
1620,47,76,Корпус-2 ауд-110,2024-09-02 15:30:00,90
1621,18,105,Корпус-5 ауд-433,2025-05-13 11:00:00,90
1622,45,43,Корпус-5 ауд-499,2024-09-03 17:30:00,120
1623,40,122,Корпус-4 ауд-515,2024-11-25 17:30:00,120
